District,Crop,Season,Area (hectares),Yield (quintals),Production (metric tons)
Alwar,Sugarcane,Rabi,13426.43920116068,36.84477534857627,4946.941360980831
Udaipur,Oilseeds,Kharif,11333.616573324163,49.066226826930844,5560.978015561861
Udaipur,Mustard,Kharif,14279.023805525594,44.383731202221554,6337.563544145706
Ajmer,Citrus,Kharif,17132.879904610476,39.79166518985116,6817.458209021891
Alwar,Sugarcane,Kharif,13917.10150254276,34.079813709439115,4742.922265820125
Kota,Mustard,Rabi,11756.810017200309,40.62200554250225,4775.85201680857
Ajmer,Guava,Kharif,16779.30377390515,41.84771751308075,7021.755643965525
Kota,Maize,Rabi,15978.399066726353,25.07527564180321,4006.6276091289446
Ajmer,Oilseeds,Rabi,17772.081057620704,43.19171346680668,7676.066327496161
Jodhpur,Oilseeds,Kharif,13431.830938442881,40.43807740048144,5431.574191189345
Nagaur,Cumin,Kharif,12886.968928371722,36.10880836230211,4653.330914055163
Nagaur,Fennel,Kharif,10330.112479428288,49.43055226556753,5106.231648235714
Udaipur,Pulses,Kharif,11158.71194251115,31.3937127401494,3503.1339727326954
Bhilwara,Fennel,Kharif,8754.211776348835,52.526729288147806,4598.301121073908
Nagaur,Barley,Kharif,15633.052401607856,37.31897403021095,5834.094765885306
Sri Ganganagar,Tomato,Kharif,13365.24273957315,26.975547449829303,3605.347396998421
Udaipur,Sugarcane,Rabi,14887.095892725454,45.65307076732716,6796.416423105806
Jodhpur,Coriander,Kharif,15342.682945986118,37.11741182030079,5694.806813344725
Hanumangarh,Barley,Kharif,13909.163363358432,47.4544688131122,6600.519590429754
Nagaur,Fennel,Rabi,15923.405306676177,27.38808582219087,4361.115911207767
Bhilwara,Chilli,Rabi,10955.443733682861,52.580820810192094,5760.462238569204
Bhilwara,Gram,Kharif,15512.596314383825,48.64782474446742,7546.540668338155
Jodhpur,Chilli,Rabi,15055.301799196179,26.8815201358618,4047.0939846656843
Bhilwara,Tomato,Rabi,13380.720959071916,31.44362842466791,4207.384178912233
Sri Ganganagar,Pomegranate,Kharif,15587.535765293045,40.021399604401,6238.349977106855
Nagaur,Barley,Kharif,16224.758267143416,22.110786240344435,3587.4216184606926
Jodhpur,Garlic,Kharif,18087.46691197693,33.62088591421066,6081.166615246366
Nagaur,Pulses,Kharif,15768.089202941626,29.694505316657573,4682.2560867028105
Kota,Guava,Kharif,19996.42333338773,54.18234377842921,10834.530833886172
Alwar,Pulses,Rabi,9477.377306005064,28.550270137419698,2705.8168228069553
Alwar,Fennel,Kharif,13125.544266912962,45.447889333460104,5965.2828328409205
Hanumangarh,Mustard,Kharif,16552.977061407368,34.97527169498372,5789.448700835558
Jaipur,Guava,Kharif,15560.300293431235,27.277696902844582,4244.491551214608
Ajmer,Mango,Kharif,13165.446591024156,25.608262368021737,3371.44210495124
Kota,Pulses,Rabi,12230.300261667287,28.016046951651074,3426.446663636611
Jodhpur,Chilli,Rabi,12072.380241068002,45.925926203033235,5544.352440462456
Nagaur,Pulses,Kharif,12151.803333504171,36.45240470100492,4429.6245295991475
Kota,Opium,Rabi,16479.953702642666,43.82491692884537,7222.3260200953255
Jaipur,Citrus,Kharif,12424.92665945636,44.8440068444222,5571.834961581048
Ajmer,Tomato,Kharif,13273.086521286677,44.3443014308907,5885.857496182289
Bhilwara,Maize,Rabi,20000.0,32.42222902697856,6484.445805395712
Bhilwara,Bajra,Kharif,18447.819978857027,39.007306142843184,7195.99761583335
Nagaur,Tomato,Kharif,14895.034528509115,52.06927108078021,7755.735906225224
Alwar,Chilli,Kharif,13119.098826636699,58.06610352743219,7617.749506541008
Ajmer,Coriander,Rabi,17123.255806366426,44.19129462343479,7566.988422515791
Jaipur,Fennel,Kharif,16897.223217166564,51.409625561384445,8686.79918621665
Hanumangarh,Gram,Rabi,16865.42988665159,27.081981073250976,4567.4925298253975
Kota,Cotton,Kharif,12818.588472525395,46.45365824157077,5954.703280420334
Kota,Citrus,Rabi,14776.699712699861,51.68054258192894,7636.678587225623
Ajmer,Tomato,Kharif,15533.103002799762,41.81718618431615,6495.506602882379
Alwar,Barley,Kharif,16140.59355301789,39.84293820119732,6430.886714635356
Ajmer,Pomegranate,Rabi,16679.37134379312,38.087764627320944,6352.799698740741
Jaipur,Mango,Rabi,17501.766463646713,48.090689973941544,8416.720249995613
Udaipur,Pulses,Rabi,14789.50286562406,21.6461271839501,3201.354600166929
Bhilwara,Opium,Rabi,16288.854657397758,44.8842529979416,7311.130734893403
Bhilwara,Tomato,Rabi,15814.736511586121,41.56318514025909,6573.108215754691
Jaipur,Cotton,Rabi,11756.830378775212,50.705319041484096,5961.338352724094
Hanumangarh,Coriander,Kharif,14881.334538430036,29.67285805866162,4415.717274822932
Sri Ganganagar,Maize,Kharif,15084.955128391384,28.129663318594464,4243.347089377546
Ajmer,Citrus,Kharif,17814.851417927992,25.19903870679913,4489.171304362428
Bhilwara,Coriander,Rabi,15288.36233082295,38.91284244539669,5949.136346274512
Nagaur,Maize,Rabi,13696.511317703053,31.283736438291328,4284.780501870966
Jaipur,Coriander,Kharif,15666.401314901139,29.529309921629505,4626.180197843397
Alwar,Oilseeds,Rabi,18767.268376720564,34.679812916661334,6508.453562614436
Udaipur,Mustard,Rabi,14439.385067515923,33.23277908575182,4798.608940828603
Bhilwara,Barley,Kharif,19340.933653061198,50.49944246618961,9767.063662551545
Sri Ganganagar,Wheat,Kharif,18095.533618405905,38.07061425056716,6889.08080044501
Udaipur,Maize,Rabi,15801.150797607777,48.22748979498989,7620.498388407254
Udaipur,Pulses,Rabi,15246.851967826273,37.4095963899904,5703.785783343117
Udaipur,Fennel,Rabi,13448.134649698884,52.20870772213333,7021.097313340229
Bhilwara,Opium,Kharif,20000.0,39.31325447891239,7862.650895782479
Kota,Mustard,Kharif,13663.492435797685,29.692435114241974,4057.0236258385876
Ajmer,Barley,Rabi,19738.71643719214,44.679748609878494,8819.208882954212
Udaipur,Sugarcane,Kharif,13739.439548712427,48.32680715079792,6639.832454306715
Hanumangarh,Onion,Kharif,10966.648466897168,23.534785064576877,2580.977145471964
Ajmer,Sugarcane,Kharif,11987.577699743797,42.97909968777908,5152.152969722862
Jaipur,Fennel,Kharif,14895.945337839656,32.575930370001885,4852.492781208189
Udaipur,Citrus,Kharif,19651.50147844223,39.231596907849074,7709.597846362457
Alwar,Mango,Rabi,17952.967195429752,36.60465366549273,6571.621464566584
Bhilwara,Guava,Kharif,14851.608871042701,48.06732677918763,7138.771368010914
Alwar,Mustard,Kharif,11631.833935313105,41.59331686894934,4838.06554638476
Kota,Garlic,Kharif,15499.356624639167,34.65686629998057,5371.591302758377
Jodhpur,Mango,Kharif,15867.505931723454,40.68199504790038,6455.217977369034
Nagaur,Opium,Kharif,13086.780047246051,27.617407247808366,3614.22934127287
Bhilwara,Guava,Kharif,13130.578420725707,24.611367963748716,3231.614970893389
Udaipur,Coriander,Kharif,13087.838618080446,35.6525524842233,4666.148532361577
Jaipur,Mustard,Kharif,19261.512743969564,32.137516328658414,6190.17180323984
Kota,Wheat,Rabi,12502.933280687314,48.39546142759893,6050.852253173458
Bhilwara,Barley,Rabi,13343.330867157087,28.36954895768329,3785.442782943796
Udaipur,Guava,Kharif,15608.7690625539,41.3494445414664,6454.139307126289
Jaipur,Coriander,Rabi,19642.515603990185,49.51502657221639,9725.996820767492
Udaipur,Guava,Kharif,13161.633928546842,42.368235294926436,5576.352031503596
Nagaur,Pulses,Kharif,15857.596172174715,36.119806097065826,5727.732989045239
Sri Ganganagar,Maize,Rabi,16975.63281801849,30.803572657068703,5229.101389095525
Kota,Onion,Kharif,14469.158317517851,44.019623371084975,6369.268996337374
Jodhpur,Cotton,Kharif,10862.042315956418,39.48711421665078,4289.10705556265
Ajmer,Coriander,Kharif,14900.619081378609,49.949381726086486,7442.767104507882
Bhilwara,Bajra,Rabi,13447.166102891486,29.028616283818188,3903.5262490560376
Jodhpur,Tomato,Rabi,14950.731311781743,53.10791924121398,7940.022311031939
Bhilwara,Mustard,Kharif,20000.0,39.482484604712795,7896.496920942559
Jodhpur,Garlic,Kharif,13531.681672445333,52.22042842953512,7066.302143071836
Kota,Opium,Rabi,17045.674468878933,53.12349022660707,9055.257210534157
Hanumangarh,Maize,Rabi,16751.78455597789,47.8452076102445,8014.926099228497
Kota,Maize,Kharif,16771.964492076928,28.501712608250067,4780.2971182895135
Hanumangarh,Cumin,Kharif,17461.446543592094,38.54608817071156,6730.704580574675
Hanumangarh,Pulses,Rabi,18200.024068767463,29.75913903172156,5416.1704664312965
Alwar,Opium,Kharif,19146.47697311258,40.616726012609924,7776.672093236587
Alwar,Cumin,Rabi,14498.645759049437,28.545921658148334,4138.772059870698
Udaipur,Fennel,Rabi,18619.52689952507,33.28802267275284,6198.072335873218
Hanumangarh,Guava,Rabi,16106.019926618703,45.102317252139585,7264.188203996386
Hanumangarh,Fennel,Rabi,15086.234468804452,49.84460025134861,7519.673263956745
Kota,Citrus,Rabi,15573.29720405971,45.99737883013167,7163.30851129365
Hanumangarh,Pulses,Kharif,10920.431577060242,31.289250744920245,3416.9212185738274
Udaipur,Opium,Rabi,16936.452543423227,40.93005403493241,6932.099177623812
Hanumangarh,Sugarcane,Rabi,14076.665295140998,31.950309132654148,4497.538077366591
Hanumangarh,Cotton,Rabi,15748.151051132267,47.034051170604926,7406.993423813708
Nagaur,Garlic,Rabi,14714.113402839144,38.612454247099684,5681.480305537627
Kota,Cumin,Rabi,16823.68952914962,29.826407379666364,5017.9021752544395
Nagaur,Coriander,Kharif,13660.699156348415,46.95729169136794,6414.6943499267645
Nagaur,Barley,Rabi,18220.895249579316,24.255841865781875,4419.63153826772
Nagaur,Cotton,Rabi,15398.909022440628,41.081263083693685,6326.066327527477
Alwar,Coriander,Rabi,18585.139886774527,31.74647161323535,5900.126158434956
Hanumangarh,Sugarcane,Kharif,13323.234458185236,38.47208144308839,5125.72561160664
Alwar,Sugarcane,Kharif,19696.57208770302,26.64795499625552,5248.7336657361275
Jaipur,Oilseeds,Kharif,13334.401419920405,42.04806079421417,5606.85721559269
Bhilwara,Bajra,Kharif,10655.958298751268,31.3346711801289,3339.0094940053673
Udaipur,Opium,Kharif,16320.043350159996,41.17833808818646,6720.322626867474
Udaipur,Pomegranate,Rabi,11936.30154860786,47.13457087137298,5626.124512849363
Hanumangarh,Garlic,Rabi,15731.402141313596,31.117684452615535,4895.248078305968
Bhilwara,Gram,Kharif,11159.086803987317,39.40167695916984,4396.867334100433
Kota,Gram,Rabi,16950.603533875983,31.93540539911899,5413.2439561406845
Alwar,Coriander,Kharif,20000.0,27.867369481295707,5573.473896259142
Kota,Mango,Kharif,10423.424487225784,27.687712989443146,2886.007855694411
Kota,Onion,Kharif,14863.241950933507,38.380761115212664,5704.625387163863
Sri Ganganagar,Onion,Rabi,14276.29182643101,28.210621542033834,4027.4306573907625
Alwar,Chilli,Kharif,11245.381727428668,56.26574712505129,6327.29804600174
Ajmer,Cumin,Kharif,14753.546464822293,29.145606724949634,4300.010630619815
Sri Ganganagar,Onion,Kharif,16028.176039133112,33.61188381663782,5387.371908199603
Jaipur,Gram,Kharif,16709.30184069661,29.617554552128148,4948.886587948072
Sri Ganganagar,Guava,Kharif,16928.168279602633,38.68728153319186,6549.048120742351
Alwar,Barley,Rabi,15589.56350910441,36.47818059097758,5686.789130196248
Sri Ganganagar,Mustard,Kharif,14730.79291713832,43.022148937893576,6337.503668543925
Hanumangarh,Cotton,Rabi,12970.823093822191,33.29822360582644,4319.053677297089
Jodhpur,Pomegranate,Kharif,14879.52614806697,38.45219504645327,5721.504416442726
Udaipur,Garlic,Kharif,15384.313244732368,40.88607445881811,6290.041768219092
Ajmer,Coriander,Kharif,17521.93064696617,35.05448056253644,6142.221772821871
Jaipur,Barley,Rabi,13661.44970035566,34.745042183502974,4746.676461266615
Bhilwara,Chilli,Kharif,13643.08104225277,21.761282803435673,2968.9094487065445
Hanumangarh,Pulses,Kharif,10248.29152954283,51.955821120539454,5324.58401500067
Udaipur,Oilseeds,Kharif,17357.400475952498,51.882699734412355,9005.487970637896
Sri Ganganagar,Cumin,Kharif,12099.071570612361,37.503084549720434,4537.525040857942
Hanumangarh,Garlic,Kharif,14989.192382728295,37.77013552390467,5661.438276895273
Sri Ganganagar,Onion,Rabi,19510.19490530145,37.21030910262159,7259.8038307866
Jodhpur,Citrus,Kharif,14337.107478511009,45.03963849985361,6457.381379656835
Jaipur,Coriander,Kharif,15625.148423842658,25.178566874028093,3934.18844506337
Nagaur,Cumin,Rabi,14258.467852438209,40.100083404688355,5717.657501058398
Nagaur,Onion,Rabi,11995.139970315253,37.03465292779947,4442.358456210002
Nagaur,Pomegranate,Rabi,20000.0,48.46002886336063,9692.005772672126
Ajmer,Barley,Rabi,13286.46303065161,31.474164701729347,4181.803257301668
Bhilwara,Mango,Kharif,19198.066309758007,31.44741176502307,6037.29496335177
Ajmer,Citrus,Kharif,15178.891109760523,43.79145608822383,6647.057435010091
Jaipur,Opium,Rabi,17094.66994084077,39.461029411088504,6745.7327330836815
Hanumangarh,Mango,Kharif,17685.579660083196,40.559278961699476,7173.143590326726
Udaipur,Oilseeds,Kharif,18148.658145958005,45.24451357359467,8211.272098273264
Udaipur,Garlic,Kharif,18952.182196902977,42.72459183451908,8097.242487361189
Sri Ganganagar,Coriander,Kharif,20000.0,27.752369375133576,5550.473875026716
Ajmer,Cotton,Kharif,20000.0,31.227711937637242,6245.542387527448
Sri Ganganagar,Sugarcane,Rabi,13045.745989156654,40.21128991569302,5245.862741364676
Bhilwara,Mango,Kharif,14038.95807541704,35.15037029227018,4934.745748685657
Sri Ganganagar,Sugarcane,Rabi,16568.5064641065,37.0801609753922,6143.628868108952
Hanumangarh,Pomegranate,Kharif,14926.936223217052,55.19807683727814,8239.38172594285
Kota,Sugarcane,Rabi,20000.0,33.59531752994528,6719.063505989056
Jodhpur,Guava,Kharif,15114.0104345046,41.89622256936265,6332.199450796743
Bhilwara,Bajra,Rabi,16840.55391819125,41.0247540579764,6908.795826938868
Sri Ganganagar,Garlic,Kharif,14227.870387729965,23.687735019941755,3370.260236426234
Nagaur,Cumin,Rabi,16197.669367815837,33.07173545453259,5356.8503631239155
Hanumangarh,Maize,Rabi,13550.440613101879,30.453795347601044,4126.623453012263
Alwar,Mango,Kharif,11322.703010992976,23.484596836686556,2659.0911531470697
Kota,Wheat,Rabi,15673.355455679915,38.85561229978992,6089.97823022696
Bhilwara,Onion,Rabi,20000.0,41.88337660481799,8376.675320963597
Sri Ganganagar,Mango,Kharif,18236.042500293886,40.98899542282586,7474.7706257500395
Jodhpur,Fennel,Rabi,14482.11810017754,41.77018833492093,6049.208005329831
Jaipur,Oilseeds,Kharif,16956.96863524026,39.63823379607065,6721.442872362905
Kota,Barley,Kharif,19429.621049177687,50.86788826401514,9883.437925417273
Kota,Sugarcane,Rabi,13123.311895471412,26.230357990669475,3442.2916904142635
Nagaur,Coriander,Rabi,16482.090558848216,49.46811511775697,8153.379531463989
Udaipur,Sugarcane,Kharif,13349.08453846374,46.38767253905613,6192.329622664332
Hanumangarh,Chilli,Kharif,14923.337787025665,52.770474055342596,7875.116095093516
Kota,Chilli,Kharif,16630.800463783296,30.641597875415297,5095.9430015751805
Jodhpur,Mango,Rabi,17315.096131945036,30.950063547977418,5359.033256230368
Sri Ganganagar,Opium,Rabi,18446.29710111631,20.941564270565244,3862.9431629696855
Udaipur,Sugarcane,Rabi,13912.677175790603,26.096957180183914,3630.785405183294
Alwar,Citrus,Kharif,11115.955572837283,30.32223003144881,3370.6056189893743
Jodhpur,Oilseeds,Rabi,13596.896396064327,38.21621141276158,5196.218672294103
Ajmer,Wheat,Kharif,14859.238263362447,36.239413446532815,5384.90078926532
Bhilwara,Cotton,Kharif,15230.465673180766,28.37268002069287,4321.291291113044
Nagaur,Wheat,Kharif,17988.80045834142,39.300791554366775,7069.740971263735
Ajmer,Barley,Rabi,10330.254304020746,35.06648024248387,3622.456584517774
Kota,Pomegranate,Kharif,19502.279371902932,45.8500635088871,8941.807477698081
Sri Ganganagar,Guava,Rabi,13954.043596776422,29.413739882304558,4104.406086619192
Kota,Onion,Rabi,14035.094846347853,43.92852688126805,6165.410412389383
Nagaur,Guava,Kharif,16145.80635669466,44.37828165538778,7165.23142050746
Bhilwara,Garlic,Rabi,18090.850362095527,45.098272941716864,8158.6610737754145
Nagaur,Mustard,Kharif,14222.87356253789,37.45418669611111,5327.061617664771
Udaipur,Mustard,Rabi,14785.196221757808,26.44514866601114,3909.967121405314
Hanumangarh,Chilli,Rabi,17182.88863091094,39.52178030964259,6790.983495559174
Kota,Oilseeds,Kharif,17197.920231646738,45.98793076393343,7908.967648966201
Bhilwara,Gram,Rabi,15235.90557094827,34.34608251624712,5232.936699495385
Bhilwara,Mustard,Kharif,17748.983024107445,46.78402948760304,8303.689451748085
Bhilwara,Pulses,Kharif,17994.030329578956,25.871810842234673,4655.381489763004
Jaipur,Garlic,Kharif,20000.0,41.23544024833474,8247.088049666949
Sri Ganganagar,Wheat,Kharif,18324.54845021255,28.100136733105757,5149.223170233939
Jaipur,Bajra,Rabi,16838.32171518771,23.37943370264518,3936.7042620404177
Udaipur,Opium,Rabi,13128.693117912584,45.90367577260799,6026.552722027292
Jaipur,Mustard,Kharif,14427.95279770996,26.354204468992624,3802.372180998225
Alwar,Oilseeds,Rabi,17610.203192066263,46.33391407235758,8159.496414979554
Alwar,Guava,Kharif,15451.256715430729,37.53507722668246,5799.641140629884
Alwar,Pomegranate,Rabi,20000.0,41.82586660570046,8365.173321140092
Hanumangarh,Pulses,Kharif,15603.297140144903,30.90407131895238,4822.054076298438
Hanumangarh,Pomegranate,Rabi,18316.57779887395,48.324003465065175,8851.303690209206
Ajmer,Wheat,Rabi,16916.190666087554,43.80870564174411,7410.764174702489
Bhilwara,Fenugreek,Kharif,19900.294596903288,33.908027626142086,6747.797389601627
Ajmer,Maize,Kharif,15907.9063957171,31.115553928766605,4949.8331934970665
Sri Ganganagar,Bajra,Rabi,14807.584960221022,26.65381850376651,3946.786820088337
Alwar,Coriander,Rabi,15964.07164635082,32.3253145000283,5160.4363666927475
Jodhpur,Gram,Rabi,19841.133807175942,37.80105325287055,7500.15755642388
Jaipur,Maize,Rabi,14267.530094128055,38.436398848403066,5483.924772794996
Ajmer,Garlic,Rabi,18568.411466773923,38.47539870162506,7144.270344399532
Jaipur,Pulses,Kharif,16792.200209549574,33.01743896711341,5544.35445542352
Nagaur,Mango,Kharif,14107.309489920024,35.176644139555435,4962.4780569348995
Kota,Fenugreek,Rabi,14549.83323890242,35.78277985490532,5206.334797132294
Sri Ganganagar,Barley,Rabi,14480.784527148391,40.713157002354656,5895.584539710605
Alwar,Garlic,Kharif,11711.174739314394,22.40318650433559,2623.6763186972407
Udaipur,Fennel,Kharif,19783.515189674916,40.86384622840113,8084.305225681138
Udaipur,Opium,Kharif,12025.822951631078,27.625150948798357,3322.1517432233236
Sri Ganganagar,Pomegranate,Rabi,13083.114756931493,38.05727735183918,4979.077269304819
Bhilwara,Maize,Rabi,19926.045480409106,35.80217513095289,7133.9576995693915
Kota,Tomato,Rabi,12935.548964466829,47.85758387621377,6190.641195518415
Alwar,Garlic,Rabi,17945.296460974783,33.58297101890189,6026.563709745187
Sri Ganganagar,Bajra,Kharif,7501.782855379281,50.598917638312315,3795.8209283983956
Bhilwara,Guava,Rabi,10831.282599709211,32.074056440459934,3474.0316942564486
Ajmer,Barley,Kharif,18067.71129602892,42.829071576146774,7738.233003147782
Nagaur,Coriander,Rabi,19152.818455531553,49.48189062238583,9477.176679270251
Ajmer,Cumin,Rabi,16784.263024995857,40.141200245202185,6737.4046305450165
Udaipur,Sugarcane,Rabi,17276.785769360296,31.147069183724245,5381.212416306476
Ajmer,Gram,Kharif,15312.603311855628,47.56145524702669,7282.896971322942
Nagaur,Opium,Rabi,12738.10623339997,33.93580196757514,4322.778505785959
Ajmer,Garlic,Kharif,9921.129557413844,43.95133862026663,4360.469246734319
Alwar,Tomato,Kharif,12034.226678547248,29.100654968807934,3502.03878388827
Udaipur,Chilli,Kharif,15539.682453460435,41.75180420490072,6488.097792032113
Bhilwara,Mango,Rabi,17754.94981800694,28.885890769538833,5128.675410615918
Alwar,Barley,Rabi,12031.115590288988,47.62660964019327,5730.012457547371
Jaipur,Cotton,Kharif,12052.53781938507,31.652449379206672,3814.923432190599
Ajmer,Mango,Rabi,16650.156297073656,31.155593882351642,5187.455076693066
Ajmer,Onion,Kharif,15316.126518437879,27.239904065552626,4172.098170181143
Bhilwara,Fennel,Kharif,13195.89706814636,37.68859176764332,4973.347776092095
Udaipur,Oilseeds,Rabi,10221.018799404992,44.902224898232745,4589.464848199478
Bhilwara,Oilseeds,Rabi,14941.086603219956,40.20352033660415,6006.842791035173
Jodhpur,Fenugreek,Rabi,15671.742402193984,50.1254859610252,7855.537037659778
Alwar,Pulses,Rabi,15375.673507943722,25.55272016189741,3928.9028244918536
Kota,Wheat,Rabi,15366.892509096851,39.68847731113775,6098.88564689983
Udaipur,Barley,Kharif,15146.580210977114,41.65049144382029,6308.625094804401
Jaipur,Wheat,Kharif,12894.024936579734,23.619381865205323,3045.488987565566
Hanumangarh,Cotton,Kharif,10792.18418460092,29.87748752323558,3224.433483238743
Alwar,Oilseeds,Rabi,11268.410293826146,44.62865607659507,5028.940075331307
Hanumangarh,Pulses,Rabi,12844.778203292408,32.46502405844865,4170.060333953248
Hanumangarh,Cotton,Kharif,14115.150965123918,35.6363544011449,5030.125222188184
Alwar,Mustard,Kharif,12979.528127268395,50.34902647027679,6535.066052515385
Bhilwara,Cumin,Rabi,12493.958840220728,60.42919242071256,7549.9984285216115
Ajmer,Sugarcane,Rabi,11437.204742911461,42.62429692688288,4875.028109754113
Jaipur,Mustard,Kharif,16901.330642796296,35.9084460748708,6069.005199804124
Hanumangarh,Onion,Rabi,14444.137023366875,40.387492437751035,5833.624748010694
Kota,Mustard,Kharif,15131.434415937329,45.455076929852915,6878.005154354552
Udaipur,Cumin,Rabi,17891.637350384728,57.84097919770399,10348.698237964667
Jaipur,Maize,Rabi,13327.5246449765,41.020900564952115,5467.070632385297
Nagaur,Onion,Kharif,14735.153854946235,32.91361348943454,4849.871586890517
Jodhpur,Fenugreek,Kharif,12588.976296090808,55.265775385896596,6957.395363181311
Nagaur,Fenugreek,Rabi,20000.0,27.851670616031722,5570.334123206345
Udaipur,Wheat,Rabi,16706.949237555826,46.13671318379784,7708.037251493831
Alwar,Mustard,Kharif,13862.61677703754,28.469626166263694,3946.6351732843405
Ajmer,Cumin,Kharif,13254.957258154069,37.671417848840434,4993.3303344044225
Hanumangarh,Mango,Kharif,13052.167364801979,38.518329434152335,5027.476823871346
Kota,Opium,Rabi,15102.250404777678,34.6308954881301,5230.0445540342635
Udaipur,Barley,Rabi,15701.357735372243,30.337307931563537,4763.369245616248
Jodhpur,Mango,Kharif,15992.640696643371,53.3258938863609,8528.218607519013
Udaipur,Wheat,Kharif,9018.793072285633,46.25657322207418,4171.784621229157
Bhilwara,Onion,Rabi,18683.00697741988,29.795167846781585,5566.633287748167
Alwar,Citrus,Rabi,20000.0,43.75193164088732,8750.386328177463
Alwar,Mustard,Kharif,12884.964432724773,44.700689648517056,5759.667962394107
Jodhpur,Mustard,Kharif,16674.980737565165,29.07484163697549,4848.224242443239
Kota,Pomegranate,Kharif,16616.267977339106,30.885603782547296,5132.034690927242
Jodhpur,Wheat,Kharif,15508.082472108234,31.012286533547833,4809.410972109114
Sri Ganganagar,Gram,Rabi,14666.3218159539,24.725390116704638,3626.305284765962
Alwar,Tomato,Kharif,12793.4101722307,30.991755327902926,3964.902378672783
Jodhpur,Guava,Rabi,18273.930361782808,42.35498293927256,7739.920087067657
Udaipur,Pomegranate,Rabi,11723.061705982263,31.27430523824301,3666.306101196471
Alwar,Mustard,Rabi,18639.29309993755,39.85594422026318,7428.8662609624735
Kota,Fenugreek,Kharif,20000.0,30.387508380148407,6077.501676029682
Sri Ganganagar,Sugarcane,Kharif,15576.147349470095,36.17422557118888,5634.5506774980695
Jodhpur,Oilseeds,Kharif,15400.622714346848,31.412682545582513,4837.748723300649
Sri Ganganagar,Onion,Rabi,17124.32603006577,37.28360119982375,6384.565425207332
Ajmer,Fennel,Kharif,12642.03161847615,34.54084095432485,4366.664034733307
Ajmer,Tomato,Rabi,9491.383880690111,29.829285219131457,2831.211969013721
Jaipur,Pomegranate,Kharif,11689.900181478379,36.12835432772418,4223.3685581217815
Alwar,Mango,Kharif,16165.735813592892,41.687147497927,6739.034132737678
Nagaur,Pulses,Kharif,14981.78726538032,35.78504275668158,5361.238978631423
Ajmer,Onion,Kharif,15245.488075642696,29.149791429614233,4444.027976476555
Alwar,Mango,Kharif,17757.229448963306,42.112884471897125,7478.0815232516115
Bhilwara,Cumin,Rabi,15802.176942215709,34.21349267069981,5406.476649935986
Sri Ganganagar,Pomegranate,Kharif,12995.728639070854,30.609755324440382,3977.960739047814
Nagaur,Bajra,Rabi,14475.120729913775,38.86545037288712,5625.820863700134
Hanumangarh,Wheat,Kharif,16609.52953071121,44.21012100812951,7343.093104408432
Ajmer,Tomato,Kharif,15084.543472107385,45.740296586088476,6899.714922799367
Jodhpur,Citrus,Kharif,18257.686697494733,29.831393858602727,5446.522428199371
Sri Ganganagar,Maize,Kharif,14924.919123764568,44.85757090680104,6694.956178725399
Alwar,Pomegranate,Rabi,19170.62264705194,38.24742889952209,7332.27026652687
Nagaur,Onion,Kharif,15031.057859530141,33.327088153468196,5009.41390324442
Alwar,Garlic,Rabi,11804.659010773881,43.401592270011285,5123.409972721228
Udaipur,Opium,Rabi,13171.46339352215,27.215685013781826,3584.703988886567
Ajmer,Fenugreek,Kharif,15169.949774691322,30.70296495454734,4657.6243629459095
Nagaur,Barley,Kharif,14788.503665822725,51.56242046315715,7625.310440380923
Udaipur,Citrus,Rabi,15193.423244430362,20.27293597251623,3080.1529663767656
Sri Ganganagar,Maize,Rabi,12181.993818543737,35.62366704361997,4339.672917192387
Alwar,Tomato,Rabi,11370.915771476677,35.64139613181018,4052.7531339264824
Jaipur,Onion,Rabi,19592.25249703109,36.33286394252859,7118.426443022967
Jodhpur,Gram,Rabi,14359.671387209375,38.73318821573512,5561.958545568869
Udaipur,Tomato,Rabi,15446.002371606335,36.74600457104843,5675.788737514713
Udaipur,Onion,Rabi,13159.79200937718,34.86664445565731,4588.3778910135425
Bhilwara,Mango,Rabi,13835.469544376314,33.060567312414484,4574.084721707137
Jodhpur,Wheat,Kharif,15481.721943149594,41.21179730589346,6380.295866672841
Kota,Maize,Rabi,16310.81450923905,43.41719775908238,7081.69859159342
Udaipur,Garlic,Kharif,17848.662406323972,41.69127262260421,7441.334503308796
Ajmer,Pomegranate,Rabi,7338.236595294135,32.430835448907715,2379.851435071369
Alwar,Pomegranate,Rabi,10899.363904753736,42.458447250841644,4627.700674177139
Ajmer,Tomato,Kharif,11489.660921821922,28.464257240862263,3270.4466408902185
Ajmer,Bajra,Kharif,16624.388184614363,47.13385473984432,7835.714978323976
Jodhpur,Cumin,Rabi,13270.468797819842,33.331092143397974,4423.192182862209
Hanumangarh,Oilseeds,Kharif,13361.26665524255,34.44843828863986,4602.747698311846
Bhilwara,Gram,Kharif,10563.265293677614,42.53338490524584,4492.9142859221465
Bhilwara,Chilli,Kharif,14954.070452481013,42.23704979836119,6316.158183896423
Nagaur,Pomegranate,Rabi,15358.74110524246,30.419056937572023,4671.984201697983
Bhilwara,Coriander,Rabi,18589.714504993473,44.624628478946676,8295.591033150198
Sri Ganganagar,Coriander,Rabi,14918.086381470204,37.90143513465026,5654.168833204024
Udaipur,Gram,Rabi,13670.153246425469,29.74699064068784,4066.4592067818694
Kota,Guava,Rabi,14481.16182022973,44.23585108995683,6405.865178892505
